appid,support,title,version
674acfea-34d1-11eb-a8f0-022786c46691,developer,IBM Z Performance and Capacity Analytics,Not Specified
cexca20,developer,IMS Connect transaction analysis,1.0.0
TA-ipconvert,not_supported,IP Format Conversion Scripted Lookup,0.1.0
ipqs,not_supported,IP Quality Score,0.0.1
RDS_IPEA_DEMO,developer,IPEA Demo,8.1.1
ipinfo_app,developer,IPInfo App for Splunk,1.1.4
TA-ipqualityscore,developer,IPQualityScore (IPQS) Threat Risk Scoring,1.0.8
ipv6compress,not_supported,IPv6 Compress/Expand,0.1.0
TA-ipv6-search,not_supported,IPv6 Search Add-On for Splunk,1.0.0
IRI-app,developer,IRI Voracity Data Munging and Masking App for Splunk,1.0.0
iso8601-segmenters,not_supported,ISO8601 Segmenter Configuration,1
it_essentials_learn,splunk,IT Essentials Learn,1.1.1
ae3c7fd6-577a-11eb-b94e-06add55d78f8,splunk,IT Essentials Work,4.10.0
riverbed,developer,IT Squared App for Aternity and Riverbed,1.0.3
DA-ITSI-TELEGRAF-KAFKA,developer,ITSI Module for Kafka smart monitoring,1.0.0
DA-ITSI-ITSI_MODULE_FOR_OPEN_BANKING,developer,ITSI Module for Open Banking,1.0.0
DA-ITSI-TELEGRAF-OS,developer,ITSI module for Influxdata Telegraf OS,1.0.0
DA-ITSI-METRICATOR-NMON,developer,ITSI module for Nmon Metricator,1.0.0
icecast_app,developer,Icecast App for Splunk,1.0.0
alert_icinga2_passive_check,developer,Icinga2 Passive Check Result Alert Action,1.0.0
TA-crest-icon-checker,not_supported,Icon checker,1.0.6
TA-Idaptive-Identity-Services,developer,Idaptive Next-Gen Access Add-on for Splunk,1.0.1
IllumioAppforSplunk,developer,Illumio App for Splunk,3.1.0
imageviewer-customviz,developer,Image Viewer Custom Visualization,1
imperva_waf,not_supported,Imperva AppSecurity View,2.1
TA-incapsula-cef,not_supported,Imperva Incapsula SIEMIntegration (WAF) and Attack Analytics Add-on (CEF),1.0.8
Prevoty,not_supported,Imperva RASP,3.8.1
SplunkforImpervaSecureSphere,not_supported,Imperva SecureSphere App for Splunk,1.3.1
Inception,developer,Inception,0.5.0
index_access_mapping,developer,Index Access Mapping,1.1.1
index_generator,developer,Index Estimator,1.0.0
limiter,developer,Index Limiter,1.0.0
index_permission_investigator_for_splunk,developer,Index Permission Investigator for Splunk,1.0.1
IndexUsage,developer,Index Usage,1.0.0
257bac64-a12b-11e9-8e52-0259764d9430,not_supported,Index-time Windows IP address,Not Specified
multicast,not_supported,Indexing events from Multicast address,1.0.1
asm_modular_input,developer,Industrial Defender ASM API Add-on for Splunk,1.0.0
splunk-app-asm,developer,Industrial Defender ASM App for Splunk,1.0.0_old
influxdb_connect,developer,InfluxDB Connect,1.3
InfoSec_App_for_Splunk,splunk,InfoSec App for Splunk,1.6.4
TA-infoblox-botdc,not_supported,Infoblox BloxOne Threat Defense,2.2
TA-infoblox-ipam,developer,Infoblox IPAM,1.0.0
TA-infoblox-intelligence,not_supported,Infoblox Intelligence,1.0.2
ita_infobutton,not_supported,Infobutton,1.2
cloud-infocyte-1.0,developer,Infocyte Threat Detection and Response,1.0.0
setup_page_example,not_supported,Initial Setup app for Splunk,1.0.0
TA-inky_hec,developer,Inky HEC Add-on for Splunk,1.0.0
IA-CybereasonForSplunk,developer,Input Add On for Cybereason For Splunk,1.4.0
IA-GSuiteForSplunk,developer,Input Add On for G Suite App,1.4.2
IA-sentinelone_app_for_splunk,developer,Input Add On for SentinelOne App For Splunk,5.1.1
iis_inputs,developer,Inputs generator for the Add-on for IIS,1.0.0
observeit,developer,Insider Threat Connector,1.6.1
e15deeb0-af1d-11e9-b60e-028540862894,developer,Insight Engines - Insight Analyzer for Splunk,Not Specified
884bd2c4-9634-11e6-94bc-0a14ce84f5d1,developer,Insight Engines - Insight Investigator for Splunk,Not Specified
insightfinderapp,developer,InsightFinder App for Splunk,1.8.4
Splunk_TA_Instana,developer,Instana Add-on for Splunk,1.0.0
splunk_app_Instana,developer,Instana App for Splunk,1.0.0
TA-intsights,developer,IntSights App for Splunk - Obsolete,1.1.5
IntSightsAppForSplunk,developer,IntSights Application for Splunk,1.2.0
31039fc4-3f95-11eb-9dda-0ac6592faf19,developer,Integration Hub - ZigiOps,Not Specified
TA_intel_471_malware_intelligence,developer,Intel 471 Malware Intelligence,1.0.0
TA_intel_471_vulnerability_intelligence,developer,Intel 471 Vulnerability Intelligence,1.0.0
Intelact-App,developer,IntelAct App for Splunk,1.0.0
InterMapper,not_supported,InterMapper App for Splunk,1.5
Splunk_TA_intersafe,not_supported,InterSafe WebFilter Technical Add-On for Splunk,1.0.3
interaction_analytics,not_supported,Interaction Analytics,1.0.5
InternalBilling,developer,Internal Billing,1.0.2
TA-rirstats,not_supported,Internet Registry Lookup,1
TA-intezer,not_supported,Intezer Analyze Add-On For Splunk,1.0.0
Intrigue,developer,Intrigue Platform Add-on,1.0.0
ironnet_splunk,developer,IronDefense App for Splunk,4.0.0
TA-irondefense-log-forwarder,developer,IronDefense Log Forwarder Add-On,1.1.1
Ironstream_RACF_Monitor,developer,Ironstream RACF Monitor,2.2.0
GARANTE,not_supported,Italian Data Privacy for AdS Compliance App for Splunk Enterprise,1.7.0
itsy_bitsy_app,not_supported,Itsy Bitsy App for Splunk,1.0.3
ivanti_application_control,not_supported,Ivanti Application Control for Splunk,1.0.0
ivanti_idac_app,developer,Ivanti Device and Application Control (IDAC) App for Splunk,1.0.2
TA-ivanti-idac,developer,Ivanti IDAC Add-On for Splunk,1.0.2
ivanti_security_controls,developer,Ivanti Security Controls App for Splunk,1.0.0
TA-ivanti-ism,developer,Ivanti Service Manager Add-On for Splunk,1.0.0
ivanti_ism_app,developer,Ivanti Service Manager App for Splunk,1.0.0
ixflow_app,not_supported,IxFlow,1.01
e9314824-1090-11ea-b02a-0a045d6e7ef4,developer,JDBC Driver for Splunk by CData,Not Specified
jfrog-logs,developer,JFrog Platform Log Analytics,1.2.2
TA-jira-cloud-add-on-for-splunk,developer,JIRA Cloud Audit Logs Add-On for Splunk,1.0.3
jkatstoolkit,developer,JKats Toolkit,0.01
jmespath,developer,JMESPath for Splunk,1.9.6
jms_ta,developer,JMS Messaging Modular Input,2.1.2
Jmeter,developer,JMeter results for splunk,1.0.0
JPE_Twitter,developer,JPE_Twitter,1.0.0
TA-jsontools,not_supported,JSON Tools,0.3.0
jwt,developer,JSON Web Token (JWT) Decoder,1.0.1
6b7156c9-7c23-4cc7-8a0a-aadae2b5a969,developer,JVM Instrumentation Agent,Not Specified
a4ae381e-2f3c-11e9-903e-06397231f0be,not_supported,JVMJAM,Not Specified
JAMF-Pro-addon-for-splunk,developer,Jamf Pro Add-on for Splunk,1.0.10
56a72c91-da94-4691-bf0d-5550e151b36f,developer,Java Logging Appenders,Not Specified
TA-jira-issues-collector,developer,Jira Issues Collector,1.3.0
jira_reporter_app,developer,Jira Reporter App,1.0.1
TA-jira-tracking-add-on-for-splunk,developer,Jira Tracking Add On for Splunk,1.0.0
543354f8-c91b-11e5-9bf0-0213fa10e2b7,not_supported,Jive Simple Stream Alerts,Not Specified
jobsearch,developer,Job Search on Splunk Jobs,0.0.3
Joe-Sandbox-Addon,developer,Joe Sandbox Add-on,1.0.3
bcc651c0-def5-11e9-8fb8-06641feda3da,developer,JumpCloud,Not Specified
junipernetworks,not_supported,Juniper Networks App for Splunk,1.2.1
firegen_juniper_ssg,not_supported,Juniper SSG Firewall Log Analysis,1.2
ksconf,developer,KSCONF,0.6.1
kvstore_tools,developer,KV Store Tools Redux,2.0.1
kafka_ta,developer,Kafka Messaging Modular Input,1
telegraf-kafka,developer,Kafka Smart Monitoring,1.1.40
TA-kafka-streaming-platform,developer,Kafka streaming platform logging management,1.0.0
TA-kaspersky,developer,Kaspersky Add-on for Splunk,0.1.4
kaspersky_app,developer,Kaspersky App for Splunk,1.0.0
Kaspersky-CyberTrace-App-for-Splunk,developer,Kaspersky CyberTrace App for Splunk,1.0.0
Kaspersky_Threat_Feed_App_for_Splunk,developer,Kaspersky Threat Feed App for Splunk,1
Kaspersky-Threat-Intelligence-Portal-for-Splunk,not_supported,Kaspersky Threat Intelligence Portal for Splunk,1
TA-kepware-to-metrics,not_supported,Kepware IDF to Metrics Index Add-on for Splunk,1.3.6
Keyword,developer,Keyword,2.1.3
Splunk_TA_kick-start-savedsearch,developer,Kickstart SavedSearch Add-on for Splunk,1.0.0
TA-kitco-quotes,developer,Kitco Quotes,1.0.0
ko_explorer,not_supported,Knowledge Object Explorer,1.1
splunk_kom,developer,Knowledge Object Overview App for Splunk,1.0.26
ko_dependencies,developer,Knowledge objects dependencies,1.3.0
kolide,developer,Kolide Fleet App for Splunk,1.0.0
TA-line-alert-for-splunk,developer,LINE alert for Splunk,1.0.0
ta_luhn,not_supported,LUHN Checker for Splunk,2.0.4
lacework,developer,Lacework App,1.1.4
459a82ae-f40d-11eb-861e-06ffc77ac761,not_supported,Lacework Audit Log Add-On For Splunk,Not Specified
lacework-events-add-on-for-splunk,developer,Lacework Events Add-On,1.0.0
209e1b08-a4ab-11ea-958e-0a22ea78f53a,not_supported,LanScope Cat App for Splunk,Not Specified
TA-lansweeper-add-on-for-splunk,developer,Lansweeper Add-on for Splunk,1.2.1
lansweeper_app_for_splunk,developer,Lansweeper App for Splunk,1.0.0
TA-lenovo_imm,developer,Lenovo IMM Add-on for Splunk,0.1.0
lenovo_network_advisor,not_supported,Lenovo Network Advisor for Splunk,1.0.0_old
lenovo_lxco,not_supported,Lenovo XClarity Orchestrator App for Splunk,1.0.0
TA-librenms-data-poller,developer,LibreNMS Data Poller - Modular Input,1.0.0
license_monitor_for_splunk,not_supported,License Monitor for Splunk,1.2
licensequotausage,developer,License Usage Dashboard,4.7.0
TA-line-notify,developer,Line Notify,1.0.0
link_analysis_app,not_supported,Link Analysis App For Splunk,1.6.3
linux-auditd,not_supported,Linux Auditd,2.0.5
TA-linux_auditd,not_supported,Linux Auditd Technology Add-On,3.1.2
TA-linux_iptables,not_supported,Linux Iptables Add-on,1.3.6
TA_netfilter,not_supported,Linux Netfilter (iptables) Technology Add-On,1.0.0
TA-linux_secure,not_supported,Linux Secure Technology Add-On,1.0.0
location_tracker_app,splunk,Location Tracker - Custom Visualization,1.5.0
orcl11log,not_supported,Log File Analysis for Oracle 11g,Not Specified
LogMiner,developer,Log Miner App for Monitoring Splunk Event Patterns,1.0.0
logsentinel,developer,LogSentinel Agent for Splunk,1.3
Splunk_TA_lookingglasscyber_scout_query,developer,LookingGlass Cyber Scout Query Splunk Technology Add-on,1.0.3
Lookout_Mobile_Security_Splunk_App,not_supported,Lookout Mobile Security Splunk App,1.4.2
lookup_editor,splunk,Lookup File Editor,3.5.0
7e40730e-c0af-11e9-9d1f-062cac357a42,not_supported,Lookup file update command,Not Specified
TA-lumeta-addon,developer,Lumeta Add-on for Splunk,1.0.0
lumeta_application,developer,Lumeta Application for Splunk,1.0.0
m5stack_env_sensor_for_splunk,developer,M5Stack ENV sensor,0.1.2
TA-mac-address-vendor-lookup,not_supported,MAC Address Vendor Lookup for Splunk,1.0.0
TA-macvendor,not_supported,MAC Address Vendor Scripted Lookup,1.0.0
mcrn_syslog,developer,MCRN SYSLOG,1.1.1
Alef_TA_MIMEDecoder,developer,MIME Decoder Add-on for Cisco ESA,1.0.2
MMDecode,not_supported,MIME String Decoder,1.0.0
misp42splunk,developer,MISP42Splunk,4.0.2
DA-ESS-MitreContent,developer,MITRE ATTACK App for Splunk,3.4.0
EDRevals,developer,MITRE ATTACK EDR evaluations,1.0.0
TA-mitre-atteck,developer,MITRE ATTCK - Coverage view,1.0.0
Splunk_ML_SPL_Performance,not_supported,ML-SPL Performance App for Machine Learning Toolkit,2.3
mqtt_ta,developer,MQTT Modular Input,0.9.1
TA-microsoft-teams-alert-for-splunk,developer,MS Teams alert for Splunk,1.2.0
ms_windows_ad_objects,developer,MS Windows AD Objects,4.0.3
SA-mvtable,developer,MV-table,1
TA-mvdiff,not_supported,MVDiff Add-on For Splunk,1.0.0
mvedr,developer,MVISION EDR Detections,1.0.2
mvepo,developer,MVISION EPO,1.0.0
SA-Revelation,not_supported,Machine Learning Cloud Service Add-on for Enterprise Security,1.2.0
MadProps,developer,Mad Props,1.0.0
SA-mailparser_plus,not_supported,Mail-Parser Plus,0.1
alert_mailgun,developer,Mailgun Email Alert Action,1.0.0
malware_app,developer,Malware App for Splunk,1
mbbr,developer,Malwarebytes Agentless Remediation,0.9.3
mbcr,developer,Malwarebytes Cloud Remediation,1.3.2
malwarebytes,developer,Malwarebytes Visibility and Dashboards,1.0.1
mantisnet_app,developer,MantisNet Network Stream Processor App for Splunk,1.0.0
leaflet_maps_app,not_supported,Maps+ for Splunk,3.1.5
marklogic,developer,MarkLogic Monitoring for Splunk,1.1.0
SA-matched,not_supported,Matched Command,1.1.1
mathextensions,developer,Math extensions,1.0.0
splunk_mattermost,not_supported,Mattermost Alerts,0.1.2
mattermost_alerts,not_supported,Mattermost notifications,1.0.0
maxmind_tracker,not_supported,MaxMind Database Tracker,1.2.0
TA_McAfee_FireCore,developer,McAfee FireCore technical Add-On (McAfee Client Proxy),0.0.5
TA_mcafee_nsp_ips_for_splunk,developer,Mcafee Network Security Platform IPS Add-on for Splunk,1.0.1
medigate_app,not_supported,Medigate App for Splunk,1.0.0
TA-menlo-security-add-on-for-splunk,developer,Menlo Security Add-on for Splunk,1.0.0
TA_Meraki_SNMP_trap,developer,Meraki SNMP trap Add-on for Splunk,1.0.0
meta_woot,developer,Meta Woot!,4.0.0
metricator-for-nmon,developer,Metricator application for Nmon,1.0.29
TA-linux-metrics,developer,Metrics Add-on for Infrastructure,1.0.0
TA_Pagefile_Metrics,developer,Metrics add-on for Pagefile,1.0.0
TA-micro-focus-ucmdb-ci-witness,developer,Micro Focus universal CMDB CI Witness,1.0.0
microsoft_cloud_app,developer,Microsoft 365 App for Splunk,3.2.2
TA-MS_Defender,not_supported,Microsoft 365 Defender Add-on for Splunk,1.3.0
TA-MS-AAD,not_supported,Microsoft Azure Add on for Splunk,3.1.1
splunk-template-azure,not_supported,Microsoft Azure App Template for Splunk,1.0.5
microsoft_azure,developer,Microsoft Azure App for Splunk,1.1.0
TA-azure_mfa,developer,Microsoft Azure On-Premise MFA Add-on for Splunk,1.0.0
TA-Azure_Stack,not_supported,Microsoft Azure Stack Add-on for Splunk,1
Azure_Stack,not_supported,Microsoft Azure Stack App for Splunk,1
TA_msft_certs,not_supported,Microsoft Certificates Add-On for Splunk,0.1.1
TA-ms_cloud_app_security,developer,Microsoft Cloud App Security Add-on for Splunk,1.0.0
TA-microsoft-365-defender-advanced-hunting-add-on,not_supported,Microsoft Defender Advanced Hunting Add-on for Splunk,1.1.6
TA-nextpart-defender,developer,Microsoft Defender Technical Add-On,0.3.6
TA-microsoft-graph-security-add-on-for-splunk,developer,Microsoft Graph Security API Add-On for Splunk,1.2.1
TA-microsoft-graph-security-score,developer,Microsoft Graph Security Score Add-on,1.0.0
TA-ms-loganalytics,developer,Microsoft Log Analytics Add-on (Formerly Known as OMS),1.0.0
TA_microsoft_o365_email_add_on_for_splunk,developer,Microsoft O365 Email Add-on for Splunk,2.2.7
TA-MS_O365_Reporting,not_supported,Microsoft Office 365 Reporting Add-on for Splunk,1.2.4
SMTP_IIS_Add-on_For_Splunk,developer,Microsoft SMTP App for Splunk,1
TA_MS_Teams,not_supported,Microsoft Teams Add-on for Splunk,1.1.2
msteamscards,developer,Microsoft Teams Alerts,1.0.0
TA-teams-messanger,not_supported,Microsoft Teams Messenger,1.0.0
TA-ms-teams-alert-action,developer,Microsoft Teams messages publication addon,1.0.20
SA-VSCode,not_supported,Microsoft Visual Studio Code Supporting Add-on for Splunk,0.1.0
windows_TA_dhcp,not_supported,Microsoft Windows DHCP addon for Splunk,1.2.0
TA-mimecast-for-splunk,developer,Mimecast  for  Splunk,4.0.9
minetest_splunk,not_supported,Minetest app for Splunk,1
minishell,not_supported,Minishell,0.2.3
miro-app-for-splunk,developer,Miro App for Splunk,1.2.0
missile_map,developer,Missile Map,1.2.3
TA-mist-for-splunk,not_supported,Mist Add-on for splunk,1.0.1
shoretel,not_supported,Mitel/Shoretel Call Reporting,2.2.1
70e74fbe-d1a3-45e6-9b26-7ea0be0527fd,not_supported,Mobile Analytics for Android,Not Specified
Splunk_TA_modsecurity,not_supported,ModSecurity Add-on for Splunk,1.4.2
SplunkforModSecurity,not_supported,ModSecurity App for Splunk,1.3.1
modal_msg,not_supported,Modal Text Message App for Splunk,1.0.0
monitoringdocker,developer,Monitoring Docker - Metrics and Log Forwarding,5.16.361
monitoringkubernetes,developer,Monitoring Kubernetes - Metrics and Log Forwarding,5.16.363
monitoringlinux,developer,Monitoring Linux - Metrics and Logs Forwarding,5.12.271
monitoringopenshift,developer,Monitoring OpenShift - Metrics and Log Forwarding,5.16.363
monitoringwincontainers,developer,Monitoring Windows Containers - Metrics and Log Forwarding,2.1.22
SPLUNK4JMX,developer,Monitoring of Java Virtual Machines with JMX,2.6
TA-morphisec_eptp,developer,Morphisec EPTP Syslog Add-on for Splunk,1.0.0
mothership,developer,Mothership App for Splunk,1.3.0
multicloud_cost_management_app_for_splunk,developer,Multicloud Cost Management for Splunk,1.3.0
music_app_for_splunk,not_supported,Music App for Splunk,1.1.1
TA-mysql-audit,not_supported,MySQL Query Audit Add-on for Splunk,1.0.1
ta_n2ws_for_splunk,developer,N2WS Add-on,1.0.0
N2WS_app_for_splunk,developer,N2WS app,1.0.0
TA-nasa---earth-observatory-collector-eonet,developer,NASA - Earth Observatory Event Tracker,1.0.0
neqto_IoT,developer,NEQTO Splunk IoT Data Visualization App,1.0.0
nlp-text-analytics,developer,NLP Text Analytics,1.1.1
nmon,developer,NMON Performance Monitor for Unix and Linux Systems,1.9.21
TA-nsfocus-waf,not_supported,NSFOCUS WAF Add-on for Splunk,1.0.0
TA-ntp-nix,developer,NTP Statistics Add-on for Nix,1.0.2
TA-ntp-win,developer,NTP Statistics Add-on for Windows,1.0.2
ntsb_app_for_splunk,developer,NTSB App for Splunk,1.0.0
nagios_alerts,not_supported,Nagios Livestatus Modular Alert for Splunk,2.2.0
splunk_ta-necromancer,developer,Necromancer,1.0.0
itmip_neo4j_commands_splunk,developer,Neo4j Commands App,1.0.0
NestAddonforSplunk,developer,Nest Add-on for Splunk,1.0.2
NestAppforSplunk,developer,Nest App for Splunk,1.1.3
TA-nest-thermostat-visualization,not_supported,Nest Thermostat Visualisation,1.0.0
netapp_app_eseries_perf,not_supported,NetApp SANtricity Performance App for Splunk Enterprise,3.0.0
TA_netapp-sg,not_supported,NetApp StorageGRID Add-on for Splunk,3.1.0
netapp_app-sg,not_supported,NetApp StorageGRID App for Splunk,3.1.0
netflow,developer,NetFlow Analytics for Splunk,4.2.30
17926fbe-09bd-11e7-b997-06b418817163,not_supported,NetMotion Mobile Deployment,Not Specified
3bfaee9e-e863-11e4-afd3-02ca5bf692fe,not_supported,NetMotion Mobile IQ App for Splunk,Not Specified
iptables,developer,Netfilter Iptables App for Splunk Enterprise,3.1.0
4101bfde-73fb-11e5-818a-02863cdff9c3,not_supported,Netscaler WAF Security for Splunk,Not Specified
TA-NetSkopeAppForSplunk,developer,Netskope Add-on For Splunk,2.3.1
NetSkopeAppForSplunk,developer,Netskope App For Splunk,2.1.0
TA-netsparker-enterprise-add-on,developer,Netsparker Enterprise Add-on,1.0.0
TA-netsparker-enterprise-add-on-for-splunk-cloud,developer,Netsparker Enterprise Add-on For Splunk Cloud,1.6.0
network_behavior_analytics,developer,Network Behavior Analytics for Splunk,1.7.5
network-diagram-viz,developer,Network Diagram Viz,2.1.0
network_tools,not_supported,Network Toolkit,1.4
network_topology_app,developer,Network Topology Dashboard,1
network_traffic,developer,Network Traffic App for Splunk,1.1
neustar_app,developer,Neustar UltraGeoPoint App,1.0.0
SWP-NewRelic,developer,New Relic Integration,1
newrelic_nrql_command_for_splunk,not_supported,New Relic NRQL Command for Splunk,1.0.2
Splunk_TA_Nexthink,developer,Nexthink Add-on for Splunk,1.0.0
TA-nopsec-unified-vrm-add-on-for-splunk,developer,NopSec Unified VRM Add-On for Splunk,1.0.0
7f00cd5e-d0b1-11e4-ade8-06264109cf64,not_supported,Norske-Analytics,Not Specified
TA-Splunk-NEV-Tools,not_supported,Notable Event Tools for Splunk Enterprise Security,0.5.0
nca_splunk,not_supported,Novetta Cyber Analytics integration for Splunk,1
nowsecure-intel-mdm,developer,NowSecure Mobile for Splunk,1.0.0
TA-nozomi-networks-add-on,developer,Nozomi Networks Add-on for Splunk,1.0.1
NuHarbor_CJIS,developer,NuHarbor Security - App for CJIS,1.0.0
NuHarbor_IRS_Pub_1075,developer,NuHarbor Security - App for IRS Publication 1075,1.5.0
TA-ta-nucleon-add-on-for-splunk,developer,Nucleon Cyber Add-on for Splunk,1.0.0
TA-nucleon-threat-intelligent-add-on-for-splunk,developer,Nucleon Threat Intelligent Add-on for Splunk,1.0.0
SA-nucleon_threat_intelligent_app,developer,Nucleon Threat Intelligent App for Splunk,1.0.0
number_display_viz,developer,Number Display Viz,1.6.8
TA-Nutanix-Beam,not_supported,Nutanix Flow Security Central Integration,0.1.0
splunk-app-for-nutanix,not_supported,Nutanix Prism Dashboard for Splunk,1.2
TA-wifi-addon,developer,Nyansa Wifi TA,1.0.0
splunk_app_oci,developer,OCI (Oracle Cloud Infrastructure) App for Splunk,1.0.8
8d2ebeaa-1089-11ea-bffb-0ad5eb2518e6,developer,ODBC Driver for Splunk by CData,Not Specified
omicron_stationguard,developer,OMICRON StationGuard for Splunk,1.0.3
TA-opnsense,developer,OPNsense Add-on for Splunk,1.4.3
Opnsense_App_for_Splunk,developer,OPNsense App for Splunk,1.0.0
TA-opswat-metaaccess,developer,OPSWAT MetaAccess Add-on for Splunk,3.0.0
ordr_insight,developer,ORDR SCE Splunk,1.0.0
splunk-app-quorum,not_supported,OSS Quorum App for Splunk,1.0.0
OSweep,not_supported,OSweep,1.6.3
efc124c0-1b59-11e9-94cb-0ab2b4a57284,not_supported,OSweep (Link to GitHub Project),Not Specified
DA-ESS-OTSecurity,not_supported,OT Security Add-on for Splunk,2.0.2
TA-observatory,developer,Observatory Add-on For Splunk,1.3.0
ObservatoryAppForSplunk,not_supported,Observatory App For Splunk,1.0.0
ObserveIT-App,developer,ObserveIT (Proofpoint) On-Prem App for Splunk,1.2.2
TA-ObserveIT,developer,ObserveIT (Proofpoint) On-Prem Technology Add-On for Splunk,2.1.1
TA-octopusagile-tracker,developer,Octopus Energy Agile Price Tracker,1.0.1D5f4ca51
TA-okta-advanced-server-access-add-on-for-splunk,not_supported,Okta Advanced Server Access Add-on for Splunk,2.1.3
TA-Okta_Identity_Cloud_for_Splunk,not_supported,Okta Identity Cloud Add-on for Splunk,2.25.19
Splunk_TA_olfeo,not_supported,Olfeo Add-on for Splunk,1.1.1
omega_core_audit,developer,Omega Core Audit for Oracle,1.0.0
TA-onapsis-add-on-for-splunk,developer,Onapsis Add-On for Splunk,1.0.5
TA-oneidentitysafeguardforprivilegedsessions,not_supported,One Identity Safeguard for Privileged Sessions Add-on for Splunk,1.0.1
one-identity-safeguard-for-privileged-sessions,not_supported,One Identity Safeguard for Privileged Sessions App for Splunk,1.0.0
4d431052-c86c-11ea-b6ef-02fb6f8f6ee2,developer,OneLogin Security and Event Analytics for Splunk,Not Specified
b7c90b2a-5cdd-11ea-ae91-022920165ade,developer,Open Banking App for Splunk,Not Specified
Splunk_TA_OSContext,developer,Open Source Context,1.0.1
obs_ta_idp,developer,Open Telekom Cloud Trace Log Processing with SSO Support,1.0.0
sh_opencage_curl,not_supported,OpenCage Geocoder API Search Command,1.0.0
Splunk_TA_openldap,not_supported,OpenLDAP Add-on for Splunk,1.2.2
TA-weather-report,developer,OpenWeatherMap Weather Data,1.0.0
telegraf-os,developer,Operating System monitoring with Telegraf,1.0.6
946053ba-947a-11e7-aebb-0ad86382b24e,not_supported,OpsManager for Linux,Not Specified
opsgenie,not_supported,Opsgenie for Splunk,1.2.1
opsgenie_eu,not_supported,Opsgenie(EU) for Splunk,1.2.0
PI_Integrator,not_supported,Optimate Integrator for PI System to Splunk.,1.0.507B
SWP_OEM,developer,Oracle EM Integration,1.0.1
oracle_sbc_app_for_splunk,not_supported,Oracle SBC App for Splunk,1
weblogic-splunk-app,developer,Oracle WebLogic Add-On for Splunk,3.0.0
TA-datalake-connect,not_supported,Orange Cyberdefense Datalake-connect,1.0.0
Titan_Wrapper_Splunk-splunk,not_supported,Orange Cyberdefense Titan,1.4.4
TA-orca-security-add-on-for-splunk,developer,Orca Security Add-On for Splunk,2.0.2
orca_security_app,developer,Orca Security App for Splunk,1.0.0
omw,developer,Orion Malware (OMW) App for Splunk,1.0.0
overops,not_supported,OverOps for Splunk,1.0.0
owl_diode_receiver,developer,Owl Diode Receiver Add-On,1.0.0
owl_diode_sender,developer,Owl Diode Sender Add-On,1.0.0
PA-nmon_light,developer,PA-nmon_light,1.3.22
aplura_authentication_app,developer,PAVO Authentication App for Splunk,1.3.2
aplura_dns_app,developer,PAVO DNS App For Splunk,1.0.0
aplura_endpoint_app,developer,PAVO Endpoint App For Splunk,1.0.0
aplura_intrusion_app,developer,PAVO Intrusion App For Splunk,1.1.3
aplura_malware_app,developer,PAVO Malware App for Splunk,1.0.2
aplura_network_traffic_app,developer,PAVO Network Traffic App for Splunk,1.2.3
security_app_for_splunk,developer,PAVO Security App for Splunk,0.9.2
aplura_vulnerabilities_app,developer,PAVO Vulnerabilities App for Splunk,1.2.2
aplura_web_proxies_app,developer,PAVO Web Proxies App for Splunk,1.2.11
SplunkForPCAP,not_supported,PCAP Analyzer for Splunk,4.1.11
repcap,not_supported,PDF Report Capture for Splunk,0.8.4
TA-prtg-input,developer,Paessler PRTG Modular Input,1.0.0
pagerduty_incidents,developer,PagerDuty App for Splunk,3.0.3
Splunk_TA_paloalto,developer,Palo Alto Networks Add-on for Splunk,7.0.1
SplunkforPaloAltoNetworks,developer,Palo Alto Networks App for Splunk,7.0.1
TA-panda-ad-360-add-on-for-splunk,developer,Panda Adaptive Defense 360 Add-on for Splunk,1.0.0
tef_pcap_connector,not_supported,Pandion (formerly ThreatEye Recorder) PCAP connector for Splunk,0.0.1
parallel_coordinates_app,splunk,Parallel Coordinates - Custom Visualization,1.5.0
ab275854-c8a7-11eb-90e2-02c65895b235,developer,Patronus SIEM,Not Specified
PensandoAppForSplunk,developer,Pensando App for Splunk,1.0.0
TA-Pensando,developer,PensandoTA,1.0.0
TA_PentaWAF,developer,Penta WAF TA,1.0.0
netgeniq_bosch_cctv,developer,People and Vehicle Analytics App for Bosch CCTV,1.0.1
performance-analysis,developer,Performance Analysis Viz,1.3.0
pxbotdefender,developer,PerimeterX Bot Defender App for Splunk,1.0.0
Perseus,developer,Perseus - An Analyst-Friendly IR App,1.1.3
8055c268-d401-11eb-b038-0a58b5c6f36b,developer,Pfsense Add-On for Splunk,Not Specified
phantom,splunk,Phantom App for Splunk,4.1.3
TA-phantom_internal,developer,Phantom Internal Add On,1.0.1
phantom-remote-search,splunk,Phantom Remote Search,1.0.17
search_phishiq,not_supported,Phishiq Search,0.0.1
TA-pihole_dns,developer,Pi-hole Add-on for Splunk,1.0.0
pihole_dns_app,developer,Pi-hole DNS App for Splunk,2.2.1
Pihole,not_supported,Pi-hole app for Splunk,1.0.0
pictorial-chart-viz,developer,Pictorial Chart Viz,1.0.1
TA-pilotfish-add-on-for-splunk,not_supported,PilotFish eiConsole Add-on for Splunk,1.0.0
pingaccess,developer,PingAccess App for Splunk,1.0.4
pingdirectory-splunk-app,developer,PingDirectory App for Splunk,1.1.0
pingfederate,developer,PingFederate App for Splunk,2.1.0
pcf,not_supported,Pivotal Cloud Foundry Health,1
